"Time (s)","Latitude","Longitude","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.685977232E2,6.506289926E1,2.548136518E1,2.038793138E1,3.787231445E1,2.450000048E0,2.732000122E2,9.549803264E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.695894525E2,6.506289919E1,2.548130688E1,2.062352049E1,3.810791016E1,2.369999886E0,2.727999878E2,9.579862773E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.705858824E2,6.506289749E1,2.548124289E1,2.011869207E1,3.760308838E1,2.819999933E0,2.657000122E2,9.613476667E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.715851479E2,6.506289460E1,2.548117152E1,1.970468357E1,3.718908691E1,3.049999952E0,2.646000061E2,9.648717156E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.725858499E2,6.506289414E1,2.548109636E1,1.991353751E1,3.739794922E1,3.259999990E0,2.701000061E2,9.678549470E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.735870772E2,6.506289485E1,2.548103275E1,2.139680639E1,3.888122559E1,2.329999924E0,2.721000061E2,9.703709253E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.745846616E2,6.506289597E1,2.548097915E1,2.203266414E1,3.951708984E1,2.269999981E0,2.691000061E2,9.730395453E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.755832002E2,6.506289677E1,2.548092226E1,2.215680289E1,3.964123535E1,2.470000029E0,2.631000061E2,9.759024168E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.765875974E2,6.506289644E1,2.548086120E1,2.165179120E1,3.913623047E1,2.420000076E0,2.667999878E2,9.788321331E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.775849313E2,6.506289712E1,2.548079873E1,2.273436441E1,4.021881104E1,2.480000019E0,2.776000061E2,9.821380217E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.785866111E2,6.506289915E1,2.548072838E1,2.239103292E1,3.987548828E1,3.000000000E0,2.722999878E2,9.855676368E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.795873547E2,6.506290156E1,2.548065545E1,2.271719562E1,4.020166016E1,2.819999933E0,2.732000122E2,9.891173491E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.805867223E2,6.506290428E1,2.548058001E1,2.213533789E1,3.961981201E1,3.089999914E0,2.713999939E2,9.927204184E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.815835730E2,6.506290604E1,2.548050327E1,2.229536270E1,3.977984619E1,3.000000000E0,2.715000000E2,9.959880715E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.825857295E2,6.506290906E1,2.548043394E1,2.225134736E1,3.973583984E1,2.640000105E0,2.735000000E2,9.990281595E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.835844001E2,6.506291046E1,2.548036918E1,2.253625159E1,4.002075195E1,2.630000114E0,2.661000061E2,1.002555049E0,3.216000080E0,3.000000000E0,3.100000000E1
4.845868351E2,6.506291224E1,2.548029407E1,2.183989230E1,3.932440186E1,3.420000076E0,2.702000122E2,1.005967718E0,3.216000080E0,3.000000000E0,3.200000000E1
4.855858761E2,6.506291248E1,2.548022128E1,2.159214225E1,3.907666016E1,2.759999990E0,2.667999878E2,1.009126174E0,3.216000080E0,3.000000000E0,3.200000000E1
4.865850033E2,6.506291179E1,2.548015393E1,2.209085311E1,3.957537842E1,2.930000067E0,2.676000061E2,1.012332966E0,3.216000080E0,3.000000000E0,3.200000000E1
4.875878279E2,6.506291364E1,2.548008567E1,2.233022456E1,3.981475830E1,2.740000010E0,2.695000000E2,1.015625531E0,3.216000080E0,3.000000000E0,3.200000000E1
4.885887666E2,6.506291374E1,2.548001544E1,2.294014086E1,4.042468262E1,3.049999952E0,2.691000061E2,1.019023439E0,3.216000080E0,3.000000000E0,3.200000000E1
4.895888938E2,6.506291290E1,2.547994299E1,2.326892933E1,4.075347900E1,3.089999914E0,2.685000000E2,1.022527121E0,3.216000080E0,3.000000000E0,3.200000000E1
4.905864902E2,6.506291230E1,2.547986827E1,2.358764665E1,4.107220459E1,3.220000029E0,2.672999878E2,1.025880318E0,3.216000080E0,3.000000000E0,3.100000000E1
4.915807550E2,6.506291171E1,2.547979676E1,2.402220905E1,4.150677490E1,2.779999971E0,2.685000000E2,1.029158357E0,3.216000080E0,3.000000000E0,3.100000000E1
4.925804063E2,6.506291183E1,2.547972684E1,2.435258437E1,4.183715820E1,2.970000029E0,2.700000000E2,1.032583802E0,3.216000080E0,3.000000000E0,3.100000000E1
4.935854423E2,6.506291278E1,2.547965381E1,2.445645755E1,4.194104004E1,2.970000029E0,2.696000061E2,1.036072316E0,3.216000080E0,3.000000000E0,3.200000000E1
4.945897428E2,6.506291278E1,2.547957940E1,2.360232312E1,4.108691406E1,3.269999981E0,2.692000122E2,1.039812655E0,3.216000080E0,3.000000000E0,3.200000000E1
4.955894092E2,6.506291146E1,2.547949968E1,2.316096934E1,4.064556885E1,3.369999886E0,2.667999878E2,1.043609856E0,3.216000080E0,3.000000000E0,3.200000000E1
4.965858690E2,6.506291021E1,2.547941874E1,2.298377555E1,4.046838379E1,3.369999886E0,2.671000061E2,1.047175528E0,9.648000717E0,3.000000000E0,3.200000000E1
4.975869972E2,6.506290797E1,2.547934287E1,2.262115790E1,4.010577393E1,3.160000086E0,2.661000061E2,1.050744843E0,9.648000717E0,3.000000000E0,3.200000000E1
4.985874767E2,6.506290607E1,2.547926687E1,2.272088142E1,4.020550537E1,3.339999914E0,2.670000000E2,1.054698117E0,9.648000717E0,3.000000000E0,3.200000000E1
4.995894138E2,6.506290449E1,2.547918263E1,2.156724695E1,3.905187988E1,3.759999990E0,2.667999878E2,1.058690685E0,9.648000717E0,3.000000000E0,3.100000000E1
5.005851968E2,6.506290428E1,2.547909747E1,2.133396099E1,3.881860352E1,3.470000029E0,2.688999939E2,1.062414677E0,9.648000717E0,3.000000000E0,3.100000000E1
5.015839412E2,6.506290488E1,2.547901805E1,2.112215975E1,3.860681152E1,3.440000057E0,2.696000061E2,1.065951306E0,9.648000717E0,3.000000000E0,3.100000000E1
5.025866161E2,6.506290529E1,2.547894262E1,2.122688736E1,3.871154785E1,3.319999933E0,2.693999939E2,1.069441866E0,9.648000717E0,3.000000000E0,3.100000000E1
5.035876229E2,6.506290498E1,2.547886817E1,2.141291417E1,3.889758301E1,3.400000095E0,2.677000122E2,1.073023102E0,9.648000717E0,3.000000000E0,3.200000000E1
5.045867170E2,6.506290028E1,2.547879260E1,2.082965538E1,3.831433105E1,3.490000010E0,2.651000061E2,1.076425152E0,9.648000717E0,3.000000000E0,3.200000000E1
5.055889876E2,6.506289848E1,2.547872016E1,2.032995300E1,3.781463623E1,3.069999933E0,2.658999939E2,1.079761052E0,9.648000717E0,3.000000000E0,3.200000000E1
5.065853386E2,6.506289909E1,2.547864902E1,2.143559655E1,3.892028809E1,3.269999981E0,2.686000061E2,1.083456185E0,9.648000717E0,3.000000000E0,3.200000000E1
5.075827651E2,6.506290225E1,2.547857056E1,2.147068168E1,3.895538330E1,3.680000067E0,2.731000061E2,1.087244367E0,9.648000717E0,3.000000000E0,3.200000000E1
5.085843467E2,6.506290820E1,2.547849100E1,2.218172999E1,3.966644287E1,3.329999924E0,2.727000122E2,1.090869373E0,9.648000717E0,3.000000000E0,3.200000000E1
5.095876247E2,6.506291126E1,2.547841402E1,2.243269667E1,3.991741943E1,3.460000038E0,2.707000122E2,1.094447294E0,9.648000717E0,3.000000000E0,3.100000000E1
5.105859050E2,6.506291419E1,2.547833802E1,2.272681536E1,4.021154785E1,3.250000000E0,2.707000122E2,1.098020935E0,9.648000717E0,3.000000000E0,3.100000000E1
5.115829775E2,6.506291846E1,2.547826247E1,2.264855812E1,4.013330078E1,3.509999990E0,2.738999939E2,1.101598532E0,9.648000717E0,3.000000000E0,3.200000000E1
5.125830698E2,6.506292299E1,2.547818692E1,2.291344043E1,4.039819336E1,3.140000105E0,2.751000061E2,1.104847819E0,9.648000717E0,3.000000000E0,3.200000000E1
5.135833865E2,6.506292685E1,2.547811822E1,2.287998392E1,4.036474609E1,3.029999971E0,2.747000122E2,1.108120454E0,9.648000717E0,3.000000000E0,3.200000000E1
5.145863037E2,6.506292916E1,2.547804863E1,2.320889361E1,4.069366455E1,3.210000038E0,2.726000061E2,1.111460429E0,9.648000717E0,3.000000000E0,3.200000000E1
5.155837082E2,6.506293041E1,2.547797745E1,2.336519609E1,4.084997559E1,3.289999962E0,2.721000061E2,1.114310005E0,9.648000717E0,3.000000000E0,3.200000000E1
5.165841550E2,6.506293023E1,2.547791667E1,2.379560917E1,4.128039551E1,2.470000029E0,2.698999939E2,1.116962794E0,9.648000717E0,3.000000000E0,3.200000000E1
5.175843367E2,6.506292901E1,2.547786016E1,2.369733661E1,4.118212891E1,2.750000000E0,2.698999939E2,1.120023323E0,9.648000717E0,3.000000000E0,3.100000000E1
5.185837061E2,6.506292831E1,2.547779490E1,2.370892613E1,4.119372559E1,3.160000086E0,2.716000061E2,1.123307729E0,9.648000717E0,3.000000000E0,3.200000000E1
5.195840944E2,6.506292791E1,2.547772485E1,2.342742418E1,4.091223145E1,3.259999990E0,2.718999939E2,1.126255687E0,9.648000717E0,3.000000000E0,3.200000000E1
5.205850739E2,6.506292791E1,2.547766197E1,2.389995122E1,4.138476562E1,2.730000019E0,2.735000000E2,1.129210997E0,9.648000717E0,3.000000000E0,3.200000000E1
5.215801791E2,6.506292830E1,2.547759894E1,2.434464606E1,4.182946777E1,3.099999905E0,2.715000000E2,1.132375465E0,9.648000717E0,3.000000000E0,3.200000000E1
5.225815157E2,6.506292896E1,2.547753146E1,2.435147409E1,4.183630371E1,2.990000010E0,2.702999878E2,1.135989155E0,9.648000717E0,3.000000000E0,3.200000000E1
5.235818321E2,6.506292900E1,2.547745438E1,2.437288865E1,4.185772705E1,3.519999981E0,2.688999939E2,1.139856263E0,9.648000717E0,3.000000000E0,3.200000000E1
5.245860369E2,6.506292798E1,2.547737193E1,2.403901736E1,4.152386475E1,3.559999943E0,2.690000000E2,1.143581439E0,9.648000717E0,3.000000000E0,3.200000000E1
5.255812581E2,6.506292513E1,2.547729276E1,2.380292545E1,4.128778076E1,3.250000000E0,2.683999939E2,1.147099412E0,9.648000717E0,3.000000000E0,3.200000000E1
5.265871582E2,6.506292328E1,2.547721785E1,2.321881118E1,4.070367432E1,3.319999933E0,2.687000122E2,1.150795220E0,9.648000717E0,3.000000000E0,3.200000000E1
5.275864407E2,6.506292220E1,2.547713906E1,2.254796523E1,4.003283691E1,3.849999905E0,2.687000122E2,1.154513454E0,9.648000717E0,3.000000000E0,3.200000000E1
5.285884194E2,6.506292167E1,2.547705976E1,2.245255847E1,3.993743896E1,3.470000029E0,2.698999939E2,1.157917637E0,9.648000717E0,3.000000000E0,3.200000000E1
5.295850924E2,6.506292149E1,2.547698715E1,2.330441796E1,4.078930664E1,3.230000019E0,2.693999939E2,1.161270013E0,9.648000717E0,3.000000000E0,3.100000000E1
5.305856413E2,6.506292335E1,2.547691578E1,2.292684568E1,4.041174316E1,3.319999933E0,2.703999939E2,1.164592259E0,9.648000717E0,3.000000000E0,3.100000000E1
5.315840785E2,6.506292412E1,2.547684494E1,2.328065815E1,4.076556396E1,3.170000076E0,2.712000122E2,1.168087356E0,9.648000717E0,3.000000000E0,3.100000000E1
5.325829922E2,6.506292558E1,2.547677047E1,2.323456760E1,4.071948242E1,3.470000029E0,2.721000061E2,1.171016732E0,9.648000717E0,3.000000000E0,3.100000000E1
5.335988991E2,6.506292613E1,2.547670800E1,2.303613500E1,4.052105713E1,2.390000105E0,2.718999939E2,1.173891193E0,9.648000717E0,3.000000000E0,3.100000000E1
5.345864307E2,6.506292709E1,2.547664673E1,2.343792212E1,4.092285156E1,3.150000095E0,2.717000122E2,1.177268704E0,9.648000717E0,3.000000000E0,3.200000000E1
5.355854972E2,6.506292800E1,2.547657472E1,2.392576760E1,4.141070557E1,3.160000086E0,2.726000061E2,1.180344196E0,9.648000717E0,3.000000000E0,3.200000000E1
5.365840468E2,6.506292751E1,2.547650913E1,2.367203719E1,4.115698242E1,2.809999943E0,2.707000122E2,1.183112620E0,9.648000717E0,3.000000000E0,3.200000000E1
5.375826725E2,6.506292798E1,2.547645009E1,2.377768216E1,4.126263428E1,2.700000048E0,2.730000000E2,1.185993094E0,9.648000717E0,3.000000000E0,3.200000000E1
5.385830283E2,6.506292569E1,2.547638889E1,2.330294462E1,4.078790283E1,2.970000029E0,2.675000000E2,1.189787303E0,9.648000717E0,3.000000000E0,3.200000000E1
5.395811704E2,6.506292335E1,2.547630815E1,2.331392265E1,4.079888916E1,3.680000067E0,2.691000061E2,1.193646048E0,9.648000717E0,3.000000000E0,3.200000000E1
5.405816044E2,6.506292095E1,2.547622604E1,2.337378970E1,4.085876465E1,3.190000057E0,2.672999878E2,1.197026099E0,9.648000717E0,3.000000000E0,3.100000000E1
5.415797153E2,6.506291915E1,2.547615407E1,2.282702927E1,4.031201172E1,2.809999943E0,2.701000061E2,1.200396140E0,9.648000717E0,3.000000000E0,3.100000000E1
5.425835009E2,6.506291666E1,2.547608243E1,2.192803525E1,3.941302490E1,3.259999990E0,2.680000000E2,1.203879506E0,9.648000717E0,3.000000000E0,3.000000000E1
5.435853356E2,6.506291425E1,2.547600835E1,2.138359414E1,3.886859131E1,2.960000038E0,2.666000061E2,1.207347182E0,9.648000717E0,3.000000000E0,3.000000000E1
5.445874349E2,6.506290910E1,2.547593540E1,2.117625136E1,3.866125488E1,3.119999886E0,2.626000061E2,1.211161056E0,9.648000717E0,3.000000000E0,3.100000000E1
5.455868539E2,6.506290682E1,2.547585423E1,2.127853791E1,3.876354980E1,3.460000038E0,2.651000061E2,1.215178844E0,9.648000717E0,3.000000000E0,3.100000000E1
5.465835641E2,6.506290517E1,2.547576862E1,2.062447607E1,3.810949707E1,3.569999933E0,2.658999939E2,1.218964518E0,9.648000717E0,3.000000000E0,3.100000000E1
5.475857875E2,6.506290667E1,2.547568795E1,2.065925638E1,3.814428711E1,3.230000019E0,2.711000061E2,1.222606820E0,9.648000717E0,3.000000000E0,3.100000000E1
5.485862488E2,6.506290676E1,2.547561026E1,1.997601999E1,3.746105957E1,3.529999971E0,2.692000122E2,1.226314035E0,9.648000717E0,3.000000000E0,3.100000000E1
5.495898494E2,6.506290639E1,2.547553119E1,2.022326456E1,3.770831299E1,3.289999962E0,2.683999939E2,1.229876588E0,9.648000717E0,3.000000000E0,3.100000000E1
5.505870439E2,6.506290589E1,2.547545521E1,1.899400807E1,3.647906494E1,3.339999914E0,2.682999878E2,1.233329037E0,9.648000717E0,3.000000000E0,3.200000000E1
5.515856061E2,6.506290642E1,2.547538158E1,1.949363330E1,3.697869873E1,3.329999924E0,2.706000061E2,1.236856021E0,9.648000717E0,3.000000000E0,3.200000000E1
5.525845913E2,6.506290630E1,2.547530635E1,1.952206718E1,3.700714111E1,3.490000010E0,2.702999878E2,1.240262893E0,9.648000717E0,3.000000000E0,3.200000000E1
5.535893408E2,6.506290753E1,2.547523374E1,1.973977087E1,3.722485352E1,3.240000010E0,2.677000122E2,1.243717968E0,9.648000717E0,3.000000000E0,3.200000000E1
5.545861220E2,6.506290795E1,2.547516005E1,1.938478187E1,3.686987305E1,3.349999905E0,2.667999878E2,1.247037658E0,9.648000717E0,3.000000000E0,3.200000000E1
5.555834785E2,6.506290968E1,2.547508936E1,1.990723413E1,3.739233398E1,2.950000048E0,2.685000000E2,1.250087234E0,9.648000717E0,3.000000000E0,3.200000000E1
5.565848338E2,6.506291422E1,2.547502521E1,2.037347270E1,3.785858154E1,2.869999886E0,2.723999939E2,1.253201645E0,9.648000717E0,3.000000000E0,3.100000000E1
5.575893960E2,6.506291701E1,2.547495911E1,2.027086405E1,3.775598145E1,3.039999962E0,2.703999939E2,1.256517931E0,9.648000717E0,3.000000000E0,3.100000000E1
5.586020138E2,6.506291809E1,2.547488842E1,2.048008413E1,3.796520996E1,3.200000048E0,2.673999939E2,1.259640010E0,9.648000717E0,3.000000000E0,3.100000000E1
5.595861568E2,6.506291696E1,2.547482188E1,2.030460092E1,3.778973389E1,2.880000114E0,2.648999939E2,1.262862821E0,9.648000717E0,3.000000000E0,3.100000000E1
5.605893200E2,6.506291594E1,2.547475318E1,2.045718139E1,3.794232178E1,3.289999962E0,2.683999939E2,1.266033692E0,9.648000717E0,3.000000000E0,3.100000000E1
5.615860141E2,6.506291760E1,2.547468566E1,2.078371118E1,3.826885986E1,2.789999962E0,2.712999878E2,1.268692428E0,9.648000717E0,3.000000000E0,3.100000000E1
5.625836969E2,6.506292033E1,2.547462932E1,2.117670912E1,3.866186523E1,2.450000048E0,2.750000000E2,1.271697402E0,9.648000717E0,3.000000000E0,3.200000000E1
5.635868991E2,6.506292279E1,2.547456549E1,2.148291433E1,3.896807861E1,3.160000086E0,2.725000000E2,1.274901411E0,9.648000717E0,3.000000000E0,3.200000000E1
5.645912698E2,6.506292477E1,2.547449731E1,2.160570857E1,3.909088135E1,3.069999933E0,2.732000122E2,1.277713413E0,9.648000717E0,3.000000000E0,3.200000000E1
5.655855491E2,6.506292480E1,2.547443733E1,2.135185653E1,3.883703613E1,2.579999924E0,2.667000122E2,1.280470162E0,9.648000717E0,3.000000000E0,3.200000000E1
5.665883724E2,6.506292431E1,2.547437854E1,2.219468451E1,3.967987061E1,2.740000010E0,2.682000122E2,1.283572766E0,9.648000717E0,3.000000000E0,3.200000000E1
5.675857063E2,6.506292513E1,2.547431239E1,2.150613909E1,3.899133301E1,3.099999905E0,2.712000122E2,1.286982127E0,9.648000717E0,3.000000000E0,3.200000000E1
5.685853724E2,6.506292568E1,2.547423968E1,2.054977075E1,3.803497314E1,3.119999886E0,2.723999939E2,1.290104454E0,9.648000717E0,3.000000000E0,3.100000000E1
5.695875760E2,6.506292460E1,2.547417313E1,1.998189251E1,3.746710205E1,2.519999981E0,2.635000000E2,1.293216774E0,9.648000717E0,3.000000000E0,3.200000000E1
5.705864042E2,6.506292122E1,2.547410723E1,1.997798004E1,3.746319580E1,3.069999933E0,2.650000000E2,1.296381865E0,9.648000717E0,3.000000000E0,3.200000000E1
5.715837620E2,6.506291674E1,2.547404056E1,1.937439749E1,3.685961914E1,2.869999886E0,2.622000122E2,1.299673179E0,9.648000717E0,3.000000000E0,3.200000000E1
5.725859849E2,6.506291253E1,2.547397107E1,1.912732087E1,3.661254883E1,3.259999990E0,2.632000122E2,1.303107458E0,9.648000717E0,3.000000000E0,3.200000000E1
5.735960450E2,6.506291060E1,2.547389796E1,1.926946417E1,3.675469971E1,3.200000048E0,2.662999878E2,1.306435974E0,9.648000717E0,3.000000000E0,3.200000000E1
5.745938903E2,6.506291126E1,2.547382698E1,1.870652861E1,3.619177246E1,2.940000057E0,2.682000122E2,1.309758761E0,9.648000717E0,3.000000000E0,3.200000000E1
5.755861177E2,6.506291254E1,2.547375617E1,1.832895661E1,3.581420898E1,3.099999905E0,2.690000000E2,1.313066811E0,9.648000717E0,3.000000000E0,3.200000000E1
5.765887796E2,6.506291546E1,2.547368595E1,1.907742165E1,3.656268311E1,2.960000038E0,2.700000000E2,1.316144058E0,9.648000717E0,3.000000000E0,3.200000000E1
5.775846305E2,6.506291662E1,2.547362037E1,1.889058515E1,3.637585449E1,2.880000114E0,2.612000122E2,1.318970789E0,9.648000717E0,3.000000000E0,3.200000000E1
5.785851218E2,6.506291632E1,2.547356008E1,1.933192363E1,3.681719971E1,2.710000038E0,2.657999878E2,1.321650690E0,9.648000717E0,3.000000000E0,3.200000000E1
5.795880255E2,6.506291551E1,2.547350295E1,1.838794772E1,3.587322998E1,2.549999952E0,2.703999939E2,1.324556022E0,9.648000717E0,3.000000000E0,3.100000000E1
5.805852541E2,6.506291375E1,2.547344112E1,1.841443062E1,3.589971924E1,3.089999914E0,2.652999878E2,1.327849609E0,9.648000717E0,3.000000000E0,3.100000000E1
5.815848410E2,6.506291083E1,2.547337121E1,1.735900385E1,3.484429932E1,3.109999895E0,2.650000000E2,1.331273738E0,9.648000717E0,3.000000000E0,3.100000000E1
5.825883388E2,6.506290909E1,2.547329829E1,1.724876673E1,3.473406982E1,3.410000086E0,2.678999939E2,1.334644549E0,9.648000717E0,3.000000000E0,3.100000000E1
5.835821689E2,6.506290860E1,2.547322640E1,1.729459615E1,3.477990723E1,3.119999886E0,2.710000000E2,1.337788178E0,9.648000717E0,3.000000000E0,3.100000000E1
5.845902136E2,6.506290747E1,2.547315940E1,1.784744541E1,3.533276367E1,3.000000000E0,2.720000000E2,1.340870996E0,9.648000717E0,3.000000000E0,3.100000000E1
5.855817094E2,6.506290708E1,2.547309365E1,1.948641514E1,3.697174072E1,2.890000105E0,2.690000000E2,1.344043186E0,9.648000717E0,3.000000000E0,3.100000000E1
5.865812312E2,6.506290434E1,2.547302630E1,2.011244612E1,3.759777832E1,3.059999943E0,2.671000061E2,1.347250422E0,9.648000717E0,3.000000000E0,3.100000000E1
5.875926106E2,6.506290219E1,2.547295808E1,2.074329856E1,3.822863770E1,3.099999905E0,2.682000122E2,1.350724629E0,9.648000717E0,3.000000000E0,3.100000000E1
5.885823267E2,6.506290377E1,2.547288407E1,2.105530127E1,3.854064941E1,3.329999924E0,2.697999878E2,1.354141710E0,9.648000717E0,3.000000000E0,3.100000000E1
5.895893081E2,6.506290474E1,2.547281122E1,2.132488492E1,3.881024170E1,3.099999905E0,2.692000122E2,1.357541485E0,9.648000717E0,3.000000000E0,3.100000000E1
5.905921389E2,6.506290655E1,2.547273883E1,2.197459525E1,3.945996094E1,3.200000048E0,2.695000000E2,1.361122046E0,9.648000717E0,3.000000000E0,3.100000000E1
5.915898433E2,6.506290951E1,2.547266278E1,2.241910454E1,3.990447998E1,3.440000057E0,2.702000122E2,1.364882771E0,9.648000717E0,3.000000000E0,3.100000000E1
5.925879718E2,6.506291319E1,2.547258304E1,2.264046860E1,4.012585449E1,3.359999895E0,2.730000000E2,1.368516285E0,9.648000717E0,3.000000000E0,3.100000000E1
5.935872862E2,6.506291719E1,2.547250612E1,2.297499204E1,4.046038818E1,3.599999905E0,2.737000122E2,1.372071693E0,9.648000717E0,3.000000000E0,3.100000000E1
5.945862772E2,6.506291931E1,2.547243045E1,2.204468480E1,3.953009033E1,3.420000076E0,2.713999939E2,1.375377075E0,9.648000717E0,3.000000000E0,3.100000000E1
5.955836861E2,6.506292067E1,2.547236002E1,2.288574073E1,4.037115479E1,3.220000029E0,2.710000000E2,1.378486279E0,9.648000717E0,3.000000000E0,3.100000000E1
5.965817988E2,6.506292289E1,2.547229391E1,2.292619869E1,4.041162109E1,2.920000076E0,2.702000122E2,1.381577120E0,9.648000717E0,3.000000000E0,3.100000000E1
5.975860331E2,6.506292455E1,2.547222810E1,2.278330729E1,4.026873779E1,3.200000048E0,2.707000122E2,1.384953355E0,9.648000717E0,3.000000000E0,3.100000000E1
5.985872156E2,6.506292619E1,2.547215619E1,2.181552506E1,3.930096436E1,3.440000057E0,2.715000000E2,1.388161736E0,9.648000717E0,3.000000000E0,3.100000000E1
5.995846797E2,6.506292679E1,2.547208777E1,2.169283640E1,3.917828369E1,3.059999943E0,2.701000061E2,1.391023559E0,9.648000717E0,3.000000000E0,3.100000000E1
6.005860717E2,6.506292423E1,2.547202703E1,2.148647060E1,3.897192383E1,2.829999924E0,2.660000000E2,1.393713502E0,9.648000717E0,3.000000000E0,3.100000000E1
6.015826170E2,6.506291659E1,2.547197259E1,2.106837648E1,3.855383301E1,2.670000076E0,2.395000000E2,1.396418580E0,9.648000717E0,3.000000000E0,3.100000000E1
6.025866314E2,6.506290221E1,2.547192605E1,2.135878190E1,3.884423828E1,2.720000029E0,2.363000031E2,1.399249758E0,9.648000717E0,3.000000000E0,3.100000000E1
6.035830156E2,6.506288095E1,2.547189282E1,2.099703079E1,3.848248291E1,2.670000076E0,2.026999969E2,1.402148077E0,9.648000717E0,3.000000000E0,3.100000000E1
6.045814362E2,6.506285607E1,2.547187439E1,2.130099318E1,3.878643799E1,2.559999943E0,2.033999939E2,1.404373398E0,9.648000717E0,3.000000000E0,3.100000000E1
6.055855105E2,6.506283626E1,2.547186765E1,2.030276992E1,3.778820801E1,1.529999971E0,1.976000061E2,1.406600696E0,9.648000717E0,3.000000000E0,3.100000000E1
6.065849785E2,6.506281623E1,2.547186729E1,2.000932042E1,3.749475098E1,2.210000038E0,1.888999939E2,1.409601653E0,9.648000717E0,3.000000000E0,3.200000000E1
6.075800711E2,6.506278954E1,2.547187678E1,1.934233940E1,3.682775879E1,2.839999914E0,1.743000031E2,1.413183438E0,9.648000717E0,3.000000000E0,3.200000000E1
6.085852599E2,6.506275874E1,2.547189915E1,1.916339850E1,3.664880371E1,3.269999981E0,1.648000031E2,1.416597869E0,9.648000717E0,3.000000000E0,3.200000000E1
6.095856736E2,6.506273105E1,2.547193063E1,1.934847113E1,3.683386230E1,2.680000067E0,1.516000061E2,1.419657892E0,9.648000717E0,3.000000000E0,3.200000000E1
6.105863186E2,6.506270827E1,2.547196725E1,1.878049073E1,3.626586914E1,2.660000086E0,1.515000000E2,1.423053827E0,9.648000717E0,3.000000000E0,3.200000000E1
6.115858857E2,6.506268331E1,2.547200899E1,1.893266554E1,3.641802979E1,2.950000048E0,1.473999939E2,1.426361074E0,9.648000717E0,3.000000000E0,3.200000000E1
6.125861980E2,6.506265836E1,2.547204739E1,1.922381702E1,3.670916748E1,2.779999971E0,1.498999939E2,1.429562747E0,9.648000717E0,3.000000000E0,3.200000000E1
6.135941910E2,6.506263291E1,2.547207933E1,1.906135467E1,3.654669189E1,2.869999886E0,1.550000000E2,1.432789759E0,9.648000717E0,3.000000000E0,3.200000000E1
6.145939666E2,6.506260547E1,2.547210174E1,1.922604042E1,3.671136475E1,2.910000086E0,1.623000031E2,1.436309238E0,9.648000717E0,3.000000000E0,3.200000000E1
6.155868010E2,6.506257445E1,2.547211666E1,1.907792151E1,3.656323242E1,3.380000114E0,1.666000061E2,1.440354094E0,9.648000717E0,3.000000000E0,3.200000000E1
6.165884200E2,6.506253812E1,2.547212101E1,1.983886102E1,3.732415771E1,3.880000114E0,1.738000031E2,1.444176329E0,9.648000717E0,3.000000000E0,3.200000000E1
6.175837449E2,6.506250381E1,2.547211603E1,1.977149060E1,3.725677490E1,3.279999971E0,1.775000000E2,1.447553396E0,9.648000717E0,3.000000000E0,3.200000000E1
6.185846070E2,6.506247360E1,2.547210863E1,1.929268038E1,3.677795410E1,2.970000029E0,1.801999969E2,1.450978986E0,9.648000717E0,3.000000000E0,3.200000000E1
6.195815225E2,6.506244298E1,2.547210059E1,1.913863830E1,3.662390137E1,3.259999990E0,1.816000061E2,1.454595215E0,9.648000717E0,3.000000000E0,3.200000000E1
6.205830606E2,6.506241056E1,2.547209450E1,1.841343013E1,3.589868164E1,3.430000067E0,1.818999939E2,1.458388932E0,9.648000717E0,3.000000000E0,3.200000000E1
6.215808635E2,6.506237654E1,2.547208838E1,1.781084219E1,3.529608154E1,3.470000029E0,1.831999969E2,1.461479145E0,9.648000717E0,3.000000000E0,3.100000000E1
6.225836704E2,6.506234878E1,2.547208527E1,1.688250760E1,3.436773682E1,2.589999914E0,1.790000000E2,1.464214483E0,9.648000717E0,3.000000000E0,3.100000000E1
6.235835437E2,6.506232419E1,2.547208365E1,1.685206017E1,3.433728027E1,2.710000038E0,1.816000061E2,1.467144965E0,9.648000717E0,3.000000000E0,3.100000000E1
6.245852929E2,6.506229784E1,2.547208480E1,1.694337884E1,3.442858887E1,2.960000038E0,1.781000061E2,1.470257317E0,9.648000717E0,3.000000000E0,3.100000000E1
